ticker,source_names,source_types,seed_hits,etf_hits,exchange,industryLink,industryName,quoteType,rank,regularMarketChange,regularMarketPercentChange,regularMarketPrice,shortName,name,ytd return,last price,sector_key,industry_key,source_count,source_type_count,sources,is_active,is_reserve,is_hard_exclusion,candidate_status,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,currency,bid,fiftyTwoWeekHigh,fiftyTwoWeekLow,averageAnalystRating,financialCurrency,ask,marketCap,hasPrePostMarketData,firstTradeDateMilliseconds,priceHint,postMarketChangePercent,postMarketTime,postMarketPrice,postMarketChange,regularMarketTime,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bidSize,askSize,market,messageBoardId,fullExchangeName,regularMarketChangePercent,longName,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,corporateActions,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,trailingAnnualDividendRate,trailingAnnualDividendYield,marketState,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,sharesOutstanding,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,forwardPE,priceToBook,sourceInterval,exchangeDataDelayedBy,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,cryptoTradeable,displayName,symbol,lastCloseTevEbitLtm,lastClosePriceToNNWCPerShare,dividendYield,dividendDate,trailingPE,dividendRate,ipoExpectedDate,target price,growth estimate,rating,market weight,prevName,nameChangeDate,Name,Holding Percent,etf_name,seed,underlyingSymbol,sector,industry,priority_score,recent_bars,recent_score,recent_r63,recent_r126,recent_r252,scan_bars_if_added,scan_latest_rank_if_added,scan_latest_score_if_added,scan_days_top15_if_added,scan_days_top5_if_added,scan_top15_now_if_added,scan_top5_now_if_added,scan_rank_component,scan_persistence_component,scan_bars_component,scan_top5_share,scan_rel_recent_score,scan_rr_score,scan_breakout252_component,scan_trend200_component,scan_dist_sma220,scan_dd60,scan_r21,scan_entry_heat_flag,scan_pullback_quality,recent_rel_r63,recent_rel_r126,recent_rel_r252,scan_algo_compat_score,scan_algo_compat_score_v2,scan_recent_score_pct,scan_emerging_score,scan_emerging_score_v2,scan_algo_fit,scan_candidate_track
HL,"{'basic-materials', 'us:Basic Materials', 'ALB'}",custom_screen|sector_top_company|seed_peer,ALB,,NYQ,,,EQUITY,,0.16,,19.46,Hecla Mining Company,Hecla Mining Company,,,basic-materials,specialty-chemicals,3,3,ALB|basic-materials|us:Basic Materials,0,0,0,new,en-US,US,Equity,Delayed Quote,False,LOW,USD,19.4,34.17,4.51,2.7 - Hold,USD,19.44,13045007360.0,True,322151400000.0,2.0,-0.36587575,1775865523.0,19.3888,-0.07119942,1775851202.0,19.745,19.25 - 19.745,19.25,6925545.0,19.3,1400.0,2400.0,us_market,finmb_278111,NYSE,0.829015,Hecla Mining Company,19.57,23222716.0,13539970.0,[],14.949999,3.3148553,4.51 - 34.17,-14.709999,-0.43049458,232.08191,1771362000.0,1777579200.0,1777579200.0,1771426800.0,1771426800.0,True,0.015,0.0007772021,CLOSED,0.49,1.34664,1.15143,16.900723,670349801.0,3.866,21.0458,-1.5858002,-0.075349964,15.11705,4.342949,0.28728813,14.450781,5.0336266,15.0,0.0,America/New_York,EDT,-14400000.0,False,False,False,,HL,,,0.08,1774310400.0,39.714283,0.02,,,,Hold,0.0075378036,,,,,,,,,,27.416425120772946,3086,1.4214071590644397,-0.07377444681216316,0.45877052937645724,3.131634591690723,3171,11.0,1.0763239740298125,609.0,289.0,1,0,0.45,1.0,1.0,0.4745484400656814,0.9736306972190082,1.7210320619729371,0.0,0.19152542101468958,0.3633569276715045,-0.3882427094880133,-0.07990546404440346,0,0.0,-0.06007451568737354,0.4451372824101103,2.0189767184810967,7.9,8.286963692674494,0.8625,7.0375,6.86875,medium,emerging_leader
GEV,"{'XLI', 'VRT', 'industrials', 'BE'}",etf_holding|sector_top_company|seed_peer,BE|VRT,XLI,,,,,,,,,,GE Vernova Inc.,,,industrials,electrical-equipment-parts,4,3,BE|VRT|XLI|industrials,0,0,0,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GEV,,,,,,,,,,Buy,0.038154136,,,GE Vernova Inc,0.0465188,State Street Industrial Select ,BE,,,,31.986473429951694,511,1.3316547074438372,0.5775301858852613,0.5849708017850039,2.4554008738819584,526,10.0,1.1471428671858988,158.0,7.0,1,0,0.7,0.574,1.0,0.04430379746835443,0.9581776448185252,3.0378412036579197,1.0,0.3204472979252501,0.5187670105143305,0.0,0.16949210024439987,0,0.0,0.6008636545198951,0.570158123615244,1.5248541611711213,7.896999999999999,8.710622176223504,0.8375,7.9875,8.681249999999999,medium,persistent_leader
CDE,"{'basic-materials', 'us:Basic Materials', 'ALB'}",custom_screen|sector_top_company|seed_peer,ALB,,NYQ,,,EQUITY,,0.52,,20.24,"Coeur Mining, Inc.","Coeur Mining, Inc.",,,basic-materials,specialty-chemicals,3,3,ALB|basic-materials|us:Basic Materials,0,0,0,new,en-US,US,Equity,Nasdaq Real Time Price,False,LOW,USD,20.19,27.77,5.21,1.6 - Buy,USD,20.25,20950374400.0,True,322151400000.0,2.0,-0.10622349,1775865521.0,20.2185,-0.021499634,1775851202.0,20.32,19.87 - 20.32,19.87,15249585.0,19.72,3200.0,1500.0,us_market,finmb_262033,NYSE,2.63692,"Coeur Mining, Inc.",19.935,29475353.0,26910690.0,[],15.03,2.8848367,5.21 - 27.77,-7.5300007,-0.27115595,233.44316,1778097600.0,1778097600.0,1778097600.0,1778166000.0,1778166000.0,False,0.0,0.0,CLOSED,0.95,2.63502,2.36131,8.571513,1035097555.0,5.16,21.3292,-1.089201,-0.051066186,16.97415,3.26585,0.1924014,7.681156,3.9224806,15.0,0.0,America/New_York,EDT,-14400000.0,False,False,False,Coeur Mining,CDE,,,,,21.305264,,,,,Buy,0.012105767,,,,,,,,,,27.468115942028987,3086,1.2748204601211146,0.03160035195538713,-0.03664923604832593,3.2079002103734187,3171,14.0,0.9121882411137927,634.0,324.0,1,0,0.45,1.0,1.0,0.5110410094637224,0.8209923442927552,1.4664713635728477,0.27282294717172095,0.12826758134495808,0.24616239841943055,-0.25451196848989766,-0.0952168524008079,0,0.0,0.04685889640112806,-0.04565243334062796,2.074703845871952,7.85,8.30419532657373,0.8125,6.8375,6.8478229471717205,medium,fringe
NBIS,"{'communication-services', 'us:Communication Services', 'day_gainers'}",custom_screen|predefined_screen|sector_top_company,,,NMS,,,EQUITY,,8.64,,144.97,Nebius Group N.V.,,,,communication-services,,3,3,communication-services|day_gainers|us:Communication Services,0,0,0,new,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,USD,144.61,149.82,20.25,1.6 - Buy,USD,145.22,36679872512.0,True,1729517400000.0,2.0,0.28971386,1775865596.0,145.39,0.41999817,1775851200.0,149.8,135.0 - 149.8,135.0,25714393.0,136.33,5.0,3.0,us_market,finmb_52034495,NasdaqGS,6.33756,,135.12,15573030.0,16727380.0,[],124.72,6.1590123,20.25 - 149.82,-4.850006,-0.032372218,599.32465,1770903000.0,1777465800.0,1777465800.0,1770901200.0,1770901200.0,True,0.0,0.0,CLOSED,0.12,-0.68888,-2.36406,-61.32247,219465088.0,18.233,103.0919,41.878098,0.406221,91.10137,53.86863,0.59130424,-210.44304,7.9509683,15.0,0.0,America/New_York,EDT,-14400000.0,False,False,False,Nebius,NBIS,-52.920582,-61.972020606137626,,,1208.0834,,,,,Buy,0.0047755544,Yandex N.V.,2026-04-10,,,,,,,,25.70144927536232,368,2.664025001937213,0.4899280233689993,0.1882786985303535,6.22681979462818,379,6.0,2.3915789366456313,105.0,43.0,1,0,0.7,0.4965,1.0,0.4095238095238095,1.8855113253820976,2.490613349108939,1.0,0.3942027984375973,0.6673327850445474,0.0,0.29443276633275905,0,0.0,0.5119657562201354,0.17717338989155196,4.280622045453624,7.839499999999999,9.150845488586368,0.9375,8.4625,9.13125,medium,persistent_leader
KEYS,"{'WDC', 'SNDK', 'LITE', 'LRCX', 'MU', 'technology'}",sector_top_company|seed_peer,LITE|LRCX|MU|SNDK|WDC,,,,,,,,,,,"Keysight Technologies, Inc.",,,technology,computer-hardware,6,2,LITE|LRCX|MU|SNDK|WDC|technology,0,0,0,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buy,0.0024908425,,,,,,,,,,41.98647342995169,2885,1.0802155258793518,0.5685875818839257,0.8827971103833148,1.5334479133731018,2965,11.0,1.0617219799385986,218.0,47.0,1,0,0.45,0.841,1.0,0.21559633027522937,0.8049121970738932,1.8559804478620443,1.0,0.3974380907114172,0.6269837761706405,0.0,0.1404347482541446,0,0.0,0.591788779217608,0.8652010337719014,0.8511850693040275,7.398,8.353009184702078,0.7875,6.7875,7.61875,medium,fringe
GLW,"{'WDC', 'SNDK', 'LITE', 'LRCX', 'MU', 'technology'}",sector_top_company|seed_peer,LITE|LRCX|MU|SNDK|WDC,,,,,,,,,,,Corning Incorporated,,,technology,computer-hardware,6,2,LITE|LRCX|MU|SNDK|WDC|technology,0,0,0,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buy,0.006589567,,,,,,,,,,41.98647342995169,3086,1.9362757862301139,1.0067971618259546,0.9666935350103514,3.3705973496519555,3171,6.0,1.8405471201239538,51.0,0.0,1,0,0.7,0.1785,1.0,0.0,1.4640558718295937,2.639963014190323,1.0,0.5775711690948738,0.9459071407502186,0.0,0.2996357971484269,1,0.0,1.0364799780728342,0.9483133867074001,2.193586303830167,6.7855,7.236742701456925,0.875,8.175,8.0625,medium,emerging_leader
INTC,"{'WDC', 'most_actives', 'us:Technology', 'SNDK', 'LITE', 'LRCX', 'MU', 'technology'}",custom_screen|industry_top_performing|predefined_screen|sector_top_company|seed_peer,LITE|LRCX|MU|SNDK|WDC,,NMS,,,EQUITY,,0.66,,62.38,Intel Corporation,Intel Corporation,0.6905,62.38,technology,computer-hardware,8,5,LITE|LRCX|MU|SNDK|WDC|most_actives|technology|us:Technology,0,0,0,new,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,USD,61.6,63.39,18.25,2.8 - Hold,USD,62.74,313210634240.0,True,322151400000.0,2.0,0.03109608,1775865591.0,62.3994,0.019397736,1775851202.0,63.39,60.75 - 63.39,60.75,98094030.0,61.72,1.0,14.0,us_market,finmb_21127,NasdaqGS,1.06935,Intel Corporation,61.48,108771117.0,114479790.0,[],44.13,2.4180822,18.25 - 63.39,-1.0099983,-0.015933085,207.13934,1776974400.0,1776974400.0,1776974400.0,1776978000.0,1776978000.0,False,0.0,0.0,CLOSED,-0.06,1.00383,0.49193,126.806656,5021010228.0,22.884,47.2076,15.172401,0.32139742,36.1907,26.1893,0.72364724,62.142,2.725922,15.0,0.0,America/New_York,EDT,-14400000.0,False,False,False,Intel,INTC,342.261653,-7.953259225359405,,1725148800.0,,,,47.2329,,Hold,0.014030962,,,,,,,,,,61.86666666666667,3086,1.346392015805113,0.5173923654092054,0.6665776264898773,2.4407062303183023,3171,8.0,1.2716709644643909,50.0,0.0,1,0,0.7,0.175,1.0,0.0,0.9740149016530288,1.6656278830620175,1.0,0.48243150878768065,0.7936556571180671,0.0,0.3001250867708476,1,0.0,0.5398363271675914,0.6510022745664759,1.5141168159823004,6.7250000000000005,7.011958905272608,0.85,8.05,7.8187500000000005,medium,emerging_leader
AU,"{'basic-materials', 'us:Basic Materials', 'ALB'}",custom_screen|sector_top_company|seed_peer,ALB,,NYQ,,,EQUITY,,0.699997,,109.25,AngloGold Ashanti PLC,AngloGold Ashanti plc,,,basic-materials,specialty-chemicals,3,3,ALB|basic-materials|us:Basic Materials,0,0,0,new,en-US,US,Equity,Delayed Quote,False,LOW,USD,108.33,129.14,38.61,2.0 - Buy,USD,109.0,55172866048.0,True,902323800000.0,2.0,-0.35697883,1775865395.0,108.86,-0.3899994,1775851218.0,110.35,107.92 - 110.35,107.92,2128997.0,108.55,200.0,300.0,us_market,finmb_392371,NYSE,0.644861,AngloGold Ashanti plc,108.8,3226487.0,2896380.0,[],70.64,1.8295778,38.61 - 129.14,-19.89,-0.1540189,156.63612,1778243400.0,1778243400.0,1778243400.0,1771592400.0,1771592400.0,False,3.565,0.032842007,CLOSED,5.18,9.74614,9.47081,11.535444,505014800.0,16.022,104.0628,5.1872025,0.049846847,78.70675,30.543251,0.38806394,11.209566,6.8187494,15.0,0.0,America/New_York,EDT,-14400000.0,False,False,False,AngloGold Ashanti,AU,,,3.89,1774569600.0,21.090734,4.26,,,,Buy,0.03188057,AngloGold Ashanti Limited,2026-04-10,,,,,,,,28.04927536231884,3086,1.121748277671165,0.19975843322092834,0.40985937555535634,2.2946321020120917,3171,17.0,0.8226450812630453,739.0,371.0,0,0,0.15,1.0,1.0,0.5020297699594046,0.7651264435714755,1.5690317226816128,0.5765299208972254,0.2587092840001513,0.4413602990673693,-0.1482145276859711,0.028041812845281733,0,1.0,0.21750422726098861,0.3966832380699208,1.4073807572282737,6.3,7.61317329289783,0.8,5.550000000000001,6.482779920897225,medium,fringe
CRDO,"{'MU', 'growth_technology_stocks', 'day_gainers'}",industry_top_growth|predefined_screen,,,NMS,,,EQUITY,,11.66,,119.59,Credo Technology Group Holding ,Credo Technology Group Holding Ltd,-0.1689,,technology,semiconductors,3,2,MU|day_gainers|growth_technology_stocks,0,0,0,new,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,USD,119.23,213.8,33.04,1.4 - Strong Buy,USD,120.11,22058366976.0,True,1643293800000.0,2.0,0.76093626,1775865590.0,120.5,0.91000366,1775851202.0,122.305,108.22 - 122.305,108.22,8545255.0,107.93,8.0,4.0,us_market,finmb_662522214,NasdaqGS,10.8033,Credo Technology Group Holding Ltd,108.26,6960070.0,5564400.0,[],86.549995,2.619552,33.04 - 213.8,-94.21001,-0.4406455,205.85678,1772485200.0,1780344000.0,1780344000.0,1772488800.0,1772488800.0,True,0.0,0.0,CLOSED,1.82,4.72452,3.30884,36.142574,184449940.0,10.036,111.9396,7.6503983,0.06834398,131.08383,-11.493835,-0.08768309,25.312622,11.916101,15.0,0.0,America/New_York,EDT,-14400000.0,False,False,False,Credo Technology Group Holding,CRDO,58.807306,14.225872257365813,,,65.708786,,2022-01-27,,3.0000000000000004,,,,,,,,,,,,24.949758454106284,1054,0.8453791580776634,-0.1553782086942015,-0.1966816668210961,2.3878186663623553,1085,18.0,0.7782951781436668,373.0,162.0,0,0,0.15,1.0,1.0,0.4343163538873995,0.47993603665523155,0.9229653373818986,0.0,0.0,-0.049860695050823356,-0.2375031935077957,0.03174870640595295,0,0.0,-0.14288529017391183,-0.20418924735434385,1.4754719840793786,6.275,6.530566353887399,0.7625,5.4125,5.25,low,fringe
MPWR,"{'WDC', 'SNDK', 'LITE', 'LRCX', 'MU', 'technology'}",sector_top_company|seed_peer,LITE|LRCX|MU|SNDK|WDC,,,,,,,,,,,"Monolithic Power Systems, Inc.",,,technology,computer-hardware,6,2,LITE|LRCX|MU|SNDK|WDC|technology,0,0,0,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Buy,0.002978943,,,,,,,,,,41.98647342995169,3086,1.0241054583927123,0.4115984294245587,0.38021199091584834,1.9742524403536525,3171,16.0,0.8659180487790489,197.0,0.0,0,0,0.15,0.6895,1.0,0.0,0.7027326919290295,1.9624209576771887,1.0,0.2751667128338613,0.44922971096891207,0.0,0.2639927725856981,0,0.0,0.43247757834505474,0.36731292930256476,1.1732800113474817,5.3935,6.488250027700317,0.775,5.5,6.65,low,fringe
SYM,"{'BE', 'VRT', 'industrials'}",sector_top_company|seed_peer,BE|VRT,,,,,,,,,,,Symbotic Inc.,,,industrials,electrical-equipment-parts,3,2,BE|VRT|industrials,0,0,0,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buy,0.004629577,,,,,,,,,,23.986473429951694,1279,0.6695506927132362,-0.23764337394492097,-0.21792822317247573,2.0106266419280265,1316,42.0,0.5073644698614648,440.0,249.0,0,0,0.0,1.0,1.0,0.5659090909090909,0.3445750796118991,1.071688029188487,0.0,0.0,-0.019941109792524836,-0.20849874812195857,0.05528334840840521,0,0.0,-0.22636725093845111,-0.22523723954221064,1.1998585640411839,5.325,5.8646590909090905,0.7375,4.5375000000000005,4.55625,low,fringe
CF,"{'basic-materials', 'us:Basic Materials', 'ALB'}",custom_screen|sector_top_company|seed_peer,ALB,,NYQ,,,EQUITY,,1.94,,121.32,"CF Industries Holdings, Inc.","CF Industries Holdings, Inc.",,,basic-materials,specialty-chemicals,3,3,ALB|basic-materials|us:Basic Materials,0,0,0,new,en-US,US,Equity,Nasdaq Real Time Price,False,LOW,USD,121.08,141.96,71.46,3.0 - Hold,USD,120.6,18643101696.0,True,1123767000000.0,2.0,-0.59347284,1775865588.0,120.6,-0.7200012,1775851254.0,121.71,117.82 - 121.71,117.82,3650856.0,119.38,200.0,100.0,us_market,finmb_22357184,NYSE,1.62506,"CF Industries Holdings, Inc.",118.8,4410335.0,5112410.0,[],49.86,0.69773304,71.46 - 141.96,-20.640007,-0.14539312,67.54591,1778097600.0,1778097600.0,1778097600.0,1778166000.0,1778166000.0,False,2.0,0.016753225,CLOSED,8.97,8.57744,11.33566,10.702509,153616434.0,31.507,111.3722,9.9478,0.08932031,92.2049,29.115097,0.31576517,14.14408,3.8505728,15.0,0.0,America/New_York,EDT,-14400000.0,False,False,False,CF Industries,CF,,,1.65,1772150400.0,13.525084,2.0,,,,Hold,0.010772554,,,,,,,,,,27.86231884057971,3086,0.5421860003936119,0.4917004421915545,0.33774392357313743,0.7718708563151151,3171,42.0,0.4983797642338266,284.0,80.0,0,0,0.0,0.94,1.0,0.28169014084507044,0.35073050601580047,0.9961896348539206,0.6619600148139515,0.2105101397167585,0.3125163162977258,-0.11831399481511695,0.009905955786346121,0,1.0,0.5137643911362866,0.3252417562201966,0.29470231325116125,5.12,6.245672233563496,0.65,4.25,5.280710014813952,low,fringe
STLD,"{'XME', 'basic-materials', 'ALB'}",etf_holding|sector_top_company|seed_peer,ALB,XME,,,,,,,,,,"Steel Dynamics, Inc.",,,basic-materials,specialty-chemicals,3,3,ALB|XME|basic-materials,0,0,0,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STLD,,,,,,,,,,Buy,0.015954042,,,Steel Dynamics Inc,0.044625502,State Street SPDR S&P Metals & ,ALB,,,,25.986473429951694,3086,0.4330730991989796,0.10693542791879729,0.3003753214315128,0.7288397126065376,3171,59.0,0.3932366463817536,328.0,76.0,0,0,0.0,0.9279999999999999,1.0,0.23170731707317074,0.24525442764667674,1.1179426951161129,0.7888175784776392,0.14065522173851042,0.22983699746179465,-0.07391384753282626,0.03424515904426939,0,1.0,0.12330826396276429,0.28822239021374507,0.2632595469215646,4.933999999999999,6.06349099720286,0.575,3.875,5.088817578477639,low,fringe
DELL,"{'WDC', 'SNDK', 'LITE', 'LRCX', 'growth_technology_stocks', 'MU', 'technology'}",industry_top_performing|predefined_screen|sector_top_company|seed_peer,LITE|LRCX|MU|SNDK|WDC,,NYQ,,,EQUITY,,-3.66,,177.8,Dell Technologies Inc.,Dell Technologies Inc.,0.4125,177.8,technology,computer-hardware,7,4,LITE|LRCX|MU|SNDK|WDC|growth_technology_stocks|technology,0,0,0,new,en-US,US,Equity,Delayed Quote,False,LOW,USD,177.93,189.75,80.74,1.9 - Buy,USD,178.25,117826215936.0,True,1471440600000.0,2.0,0.21934724,1775865600.0,178.19,0.3899994,1775851328.0,183.88,177.04 - 183.88,177.04,3636321.0,181.46,100.0,300.0,us_market,finmb_266017,NYSE,-2.01698,Dell Technologies Inc.,183.225,8594582.0,7005650.0,"[{'header': 'Dividend', 'message': 'DELL announced a cash dividend of $0.63 with an ex-date of Apr. 21, 2026', 'meta': {'eventType': 'DIVIDEND', 'dateEpochMs': 1776744000000, 'amount': '0.63'}}]",97.060005,1.2021304,80.74 - 189.75,-11.949997,-0.06297759,108.70993,1779998400.0,1779998400.0,1779998400.0,1780000200.0,1780000200.0,False,2.1,0.011572798,CLOSED,8.68,14.58272,12.82308,13.865623,318358135.0,-3.788,144.555,33.24501,0.22998175,135.8938,41.906204,0.30837467,12.192513,-46.9377,15.0,0.0,America/New_York,EDT,-14400000.0,False,False,False,Dell,DELL,16.106557,-1.5873249493391675,1.42,1777593600.0,20.483871,2.52,,173.375,,Buy,0.0052782856,,,,,,,,,,55.247342995169085,2425,0.7120953405969592,0.5004219666815006,0.08065401064192268,1.449373357509725,2493,32.0,0.5974809916030152,270.0,34.0,0,0,0.0,0.8019999999999999,1.0,0.1259259259259259,0.4486455830173496,1.0697741009565243,0.881844609163378,0.20558309988080067,0.3279670787881146,-0.041354386792817666,0.20648713403547725,0,0.0,0.5226149169093479,0.07055453117235033,0.7897519679163496,4.881,5.819032551352433,0.75,4.725,5.644344609163378,low,fringe
MP,"{'basic-materials', 'us:Basic Materials', 'ALB'}",custom_screen|sector_top_company|seed_peer,ALB,,NYQ,,,EQUITY,,1.34,,55.24,MP Materials Corp.,MP Materials Corp.,,,basic-materials,specialty-chemicals,3,3,ALB|basic-materials|us:Basic Materials,0,0,0,new,en-US,US,Equity,Nasdaq Real Time Price,False,LOW,USD,55.28,100.251,18.64,1.2 - Strong Buy,USD,55.36,9814350848.0,True,1592832600000.0,2.0,0.7422155,1775865578.0,55.65,0.40999985,1775851202.0,57.41,54.88 - 57.41,54.88,4365360.0,53.9,200.0,800.0,us_market,finmb_677172258,NYSE,2.48609,MP Materials Corp.,54.8,7066041.0,5579640.0,[],36.600002,1.9635195,18.64 - 100.251,-45.010998,-0.44898304,100.21746,1778184000.0,1778184000.0,1778184000.0,1778187600.0,1778187600.0,False,0.0,0.0,CLOSED,-0.51,1.25298,0.26192,210.9041,177667450.0,11.157,56.9856,-1.7455978,-0.030632263,61.1637,-5.9236984,-0.0968499,44.0869,4.951152,15.0,0.0,America/New_York,EDT,-14400000.0,False,False,False,MP Materials,MP,,,,,,,,,,Strong Buy,0.005671032,,,,,,,,,,26.068115942028985,1458,0.5010659587723205,-0.09531607540005749,-0.21745283263578252,1.5177757672666123,1500,83.0,0.24008537080479952,259.0,124.0,0,0,0.0,1.0,1.0,0.47876447876447875,0.2295999153763213,0.672198685836532,0.0,0.0,-0.049690114957995246,-0.20609370185712927,-0.11261041480374623,0,0.0,-0.08193476950316636,-0.22476629186781938,0.8397334650602057,4.875,5.210014478764479,0.6375,3.7874999999999996,3.76875,low,fringe
NUE,"{'XME', 'basic-materials', 'ALB'}",etf_holding|sector_top_company|seed_peer,ALB,XME,,,,,,,,,,Nucor Corporation,,,basic-materials,specialty-chemicals,3,3,ALB|XME|basic-materials,0,0,0,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUE,,,,,,,,,,Buy,0.024496209,,,Nucor Corp,0.0449609,State Street SPDR S&P Metals & ,ALB,,,,25.986473429951694,3086,0.47988979847232804,0.10864897369467741,0.35026117282350255,0.7951388365099787,3171,53.0,0.44155408957921827,200.0,36.0,0,0,0.0,0.8079999999999999,1.0,0.18,0.28474791116392023,1.6316697599833359,0.878025436390619,0.1320505262952847,0.22357756086383263,-0.04269109726328335,0.08328966743459443,0,0.0,0.1250471550328094,0.33764202288355927,0.3117041775098366,4.6739999999999995,5.716145577611542,0.6125,4.0875,5.209275436390619,low,fringe
EME,"{'BE', 'VRT', 'industrials'}",sector_top_company|seed_peer,BE|VRT,,,,,,,,,,,"EMCOR Group, Inc.",,,industrials,electrical-equipment-parts,3,2,BE|VRT|industrials,0,0,0,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buy,0.0051295073,,,,,,,,,,23.986473429951694,3086,0.6232864618200736,0.2772056086242527,0.15452564472294394,1.2650877055151137,3171,38.0,0.5643332305521263,271.0,0.0,0,0,0.0,0.7,1.0,0.0,0.37875163148802005,1.5708434097660524,0.9635822796201782,0.14288672734261812,0.24538555653720318,-0.012746202132937645,0.11420756038279478,0,0.0,0.29609693461944353,0.14373578235150108,0.6550948290588272,4.5249999999999995,5.555131404177678,0.725,4.6,5.769832279620179,low,fringe
HCC,"{'XME', 'basic-materials', 'ALB'}",etf_holding|sector_top_company|seed_peer,ALB,XME,,,,,,,,,,"Warrior Met Coal, Inc.",,,basic-materials,specialty-chemicals,3,3,ALB|XME|basic-materials,0,0,0,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HCC,,,,,,,,,,Buy,0.002695481,,,Warrior Met Coal Inc,0.050244004,State Street SPDR S&P Metals & ,ALB,,,,25.986473429951694,2260,0.542963180752852,-0.0759335016199596,0.36153489451588916,1.0338398081762206,2323,55.0,0.4237255489568483,167.0,26.0,0,0,0.0,0.6624999999999999,1.0,0.15568862275449102,0.3215200428450729,1.0842424517081093,0.6070172468487626,0.13075665274535955,0.23801283844272736,-0.13754396360293308,0.043216388324549326,0,1.0,-0.06226550537545872,0.34881038363742456,0.486122476162987,4.2124999999999995,5.374602962510965,0.6625,4.2125,5.213267246848763,low,fringe
